date,service,region,instance_type,storage_type,usage_units,data_egress_gb,cpu_utilization,memory_utilization,active_users,cost_usd,anomaly_flag
2024-03-05,DataTransfer,us-east-1,,,1.29,9.0,,,769,19.09,0
2024-03-06,EC2,eu-west-1,t2.micro,,0.91,1.46,78.09,67.0,906,39.5,0
2024-03-06,S3,us-west-2,,Standard,1.0,0.31,,,610,14.28,0
2024-03-06,RDS,eu-west-1,t3.medium,,1.03,1.07,24.28,41.86,468,22.46,0
2024-03-06,Lambda,eu-west-1,,,1.08,0.46,,,639,6.37,0
2024-03-06,DataTransfer,us-east-1,,,1.12,4.97,,,819,15.14,0
2024-03-07,EC2,eu-west-1,t2.micro,,1.17,0.89,45.66,70.72,508,50.39,0
2024-03-07,S3,us-west-2,,Glacier,1.12,0.67,,,337,16.27,0
2024-03-07,RDS,eu-west-1,t2.micro,,0.76,0.17,81.54,33.43,697,16.17,0
2024-03-07,Lambda,us-east-1,,,0.86,0.71,,,757,5.23,0
2024-03-07,DataTransfer,us-east-1,,,1.06,0.68,,,566,12.41,0
2024-03-08,EC2,us-east-1,t3.medium,,1.11,1.36,28.47,51.98,391,48.21,0
2024-03-08,S3,eu-west-1,,IA,0.95,1.99,,,520,14.55,0
2024-03-08,RDS,us-west-2,t3.medium,,1.09,1.92,24.02,68.3,360,24.27,0
2024-03-08,Lambda,us-west-2,,,0.77,0.9,,,961,4.81,0
2024-03-08,DataTransfer,us-east-1,,,0.91,9.81,,,564,15.26,0
2024-03-09,EC2,us-east-1,m5.large,,0.98,0.3,89.4,84.89,413,31.51,0
2024-03-09,S3,us-west-2,,Standard,0.77,0.51,,,505,8.42,0
2024-03-09,RDS,eu-west-1,t2.micro,,1.13,1.01,22.74,24.42,853,18.53,0
2024-03-09,Lambda,us-east-1,,,0.86,0.68,,,410,4.01,0
2024-03-09,DataTransfer,us-east-1,,,0.94,2.39,,,498,9.24,0
2024-03-10,EC2,us-west-2,m5.large,,1.36,1.75,22.94,75.04,192,44.44,0
2024-03-10,S3,us-east-1,,IA,1.05,0.79,,,727,11.62,0
2024-03-10,RDS,us-west-2,t2.micro,,0.97,1.76,79.44,76.41,897,16.36,0
2024-03-10,Lambda,eu-west-1,,,0.91,0.16,,,454,3.98,0
2024-03-10,DataTransfer,eu-west-1,,,0.82,6.95,,,515,10.49,0
2024-03-11,EC2,us-west-2,t3.medium,,1.28,0.27,78.96,84.59,831,54.69,0
2024-03-11,S3,us-west-2,,IA,0.82,1.01,,,986,12.23,0
2024-03-11,RDS,us-west-2,t2.micro,,1.17,0.24,48.26,55.43,128,25.06,0
2024-03-11,Lambda,us-east-1,,,1.08,1.93,,,657,7.15,0
2024-03-11,DataTransfer,us-east-1,,,1.36,8.76,,,877,19.84,0
2024-03-12,EC2,us-east-1,m5.large,,1.13,1.3,22.16,24.29,516,49.18,0
2024-03-12,S3,us-east-1,,IA,1.04,1.51,,,976,15.58,0
2024-03-12,RDS,eu-west-1,t2.micro,,1.0,0.34,15.97,74.79,543,21.6,0
2024-03-12,Lambda,eu-west-1,,,0.82,1.38,,,658,5.4,0
2024-03-12,DataTransfer,eu-west-1,,,0.86,2.33,,,429,10.98,0
2024-03-13,EC2,us-west-2,m5.large,,1.21,1.58,42.38,65.79,532,52.51,0
2024-03-13,S3,us-west-2,,IA,0.82,0.77,,,694,12.15,0
2024-03-13,RDS,us-west-2,m5.large,,0.99,0.96,11.54,38.19,699,21.72,0
2024-03-13,Lambda,eu-west-1,,,0.8,1.07,,,114,5.08,0
2024-03-13,DataTransfer,us-east-1,,,0.71,2.41,,,262,9.3,0
2024-03-14,EC2,us-east-1,t2.micro,,0.73,0.74,31.27,65.23,966,31.67,0
2024-03-14,S3,eu-west-1,,Standard,1.04,0.3,,,613,15.04,0
2024-03-14,RDS,us-west-2,m5.large,,0.96,0.79,46.76,74.95,446,21.05,0
2024-03-14,Lambda,us-east-1,,,1.37,1.57,,,442,8.61,0
2024-03-14,DataTransfer,us-east-1,,,1.18,4.38,,,78,15.7,0
2024-03-15,EC2,us-west-2,t3.medium,,0.88,1.56,76.01,54.68,825,38.43,0
2024-03-15,S3,us-east-1,,Glacier,1.32,0.9,,,222,19.37,0
2024-03-15,RDS,eu-west-1,t2.micro,,1.22,1.02,64.42,22.92,554,26.61,0
2024-03-15,Lambda,eu-west-1,,,1.2,0.14,,,457,6.95,0
2024-03-15,DataTransfer,eu-west-1,,,0.71,9.57,,,326,12.89,0
2024-03-16,EC2,eu-west-1,t3.medium,,1.39,1.94,85.39,74.87,612,45.88,0
2024-03-16,S3,us-east-1,,Standard,1.16,1.53,,,369,13.24,0
2024-03-16,RDS,us-west-2,t3.medium,,0.76,1.03,81.91,74.77,409,12.72,0
2024-03-16,Lambda,us-east-1,,,1.38,1.33,,,610,6.61,0
2024-03-16,DataTransfer,us-west-2,,,0.88,0.69,,,266,7.93,0
2024-03-17,EC2,us-west-2,m5.large,,1.38,1.6,33.43,88.6,423,45.22,0
2024-03-17,S3,eu-west-1,,IA,0.79,0.68,,,985,8.82,0
2024-03-17,RDS,us-west-2,m5.large,,0.77,0.75,54.01,47.21,675,12.73,0
2024-03-17,Lambda,us-west-2,,,0.89,1.86,,,221,4.76,0
2024-03-17,DataTransfer,eu-west-1,,,1.32,6.46,,,171,14.58,0
2024-03-18,EC2,eu-west-1,m5.large,,1.29,1.84,30.18,72.85,710,56.52,0
2024-03-18,S3,us-west-2,,IA,1.24,1.31,,,252,18.49,0
2024-03-18,RDS,us-west-2,t3.medium,,1.39,1.87,13.45,31.54,590,30.82,0
2024-03-18,Lambda,us-east-1,,,1.21,1.64,,,656,7.75,0
2024-03-18,DataTransfer,eu-west-1,,,1.05,8.41,,,510,16.29,0
2024-03-19,EC2,us-east-1,t2.micro,,1.22,1.22,18.47,30.61,79,53.14,0
2024-03-19,S3,eu-west-1,,Standard,1.23,0.32,,,411,17.85,0
2024-03-19,RDS,us-west-2,t2.micro,,1.22,1.76,32.23,33.58,881,27.12,0
2024-03-19,Lambda,us-west-2,,,1.16,0.62,,,454,6.97,0
2024-03-19,DataTransfer,us-west-2,,,1.13,1.88,,,986,13.92,0
2024-03-20,EC2,us-east-1,t3.medium,,1.29,1.68,76.61,20.77,682,56.55,0
2024-03-20,S3,us-east-1,,Glacier,1.23,1.68,,,119,18.49,0
2024-03-20,RDS,eu-west-1,t2.micro,,0.79,0.77,61.47,74.63,276,17.34,0
2024-03-20,Lambda,us-west-2,,,0.97,0.83,,,920,6.01,0
2024-03-20,DataTransfer,us-east-1,,,0.72,1.67,,,237,9.11,0
2024-03-21,EC2,us-east-1,m5.large,,1.31,1.02,67.87,27.29,747,57.04,0
2024-03-21,S3,us-west-2,,IA,1.12,1.2,,,237,16.68,0
2024-03-21,RDS,eu-west-1,t2.micro,,1.15,0.3,65.63,72.21,363,24.83,0
2024-03-21,Lambda,us-west-2,,,0.85,1.65,,,68,5.69,0
2024-03-21,DataTransfer,us-east-1,,,0.8,3.28,,,232,10.87,0
2024-03-22,EC2,eu-west-1,t2.micro,,1.12,1.47,89.87,85.32,862,48.96,0
2024-03-22,S3,us-west-2,,Glacier,0.78,0.82,,,127,11.66,0
2024-03-22,RDS,eu-west-1,m5.large,,1.1,1.18,24.76,45.36,99,24.3,0
2024-03-22,Lambda,eu-west-1,,,0.72,0.05,,,303,4.15,0
2024-03-22,DataTransfer,us-west-2,,,0.89,5.18,,,926,12.83,0
2024-03-23,EC2,eu-west-1,t3.medium,,1.3,0.45,40.15,52.32,98,42.17,0
2024-03-23,S3,us-east-1,,IA,1.14,0.1,,,344,12.36,0
2024-03-23,RDS,us-west-2,m5.large,,1.01,1.46,71.24,31.12,877,17.0,0
2024-03-23,Lambda,us-east-1,,,1.23,1.31,,,597,5.94,0
2024-03-23,DataTransfer,us-east-1,,,0.75,0.57,,,463,6.74,0
2024-03-24,EC2,eu-west-1,m5.large,,0.89,1.57,87.99,45.98,667,29.68,0
2024-03-24,S3,us-west-2,,Standard,1.04,0.07,,,645,11.27,0
2024-03-24,RDS,us-west-2,t3.medium,,1.09,0.69,35.22,74.03,119,18.04,0
2024-03-24,Lambda,eu-west-1,,,0.87,1.46,,,252,4.47,0
2024-03-24,DataTransfer,eu-west-1,,,1.32,3.93,,,715,13.34,0
2024-03-25,EC2,us-west-2,t2.micro,,1.05,1.96,21.6,70.76,982,46.13,0
2024-03-25,S3,eu-west-1,,Glacier,1.38,1.22,,,494,20.47,0
2024-03-25,RDS,us-east-1,t2.micro,,0.81,0.45,30.08,79.54,338,17.62,0
2024-03-25,Lambda,us-east-1,,,1.39,0.45,,,77,8.21,0
2024-03-25,DataTransfer,us-west-2,,,1.08,7.92,,,226,16.39,0
2024-03-26,EC2,us-west-2,t3.medium,,1.02,0.97,23.26,86.2,161,44.55,0
2024-03-26,S3,us-west-2,,IA,1.3,0.92,,,728,19.22,0
2024-03-26,RDS,us-west-2,m5.large,,1.06,1.61,46.74,23.64,880,23.66,0
2024-03-26,Lambda,us-east-1,,,0.84,0.52,,,581,5.1,0
2024-03-26,DataTransfer,us-west-2,,,0.93,7.57,,,263,31.91,1
2024-03-27,EC2,us-east-1,m5.large,,1.32,1.74,29.1,51.59,107,57.68,0
2024-03-27,S3,us-east-1,,Glacier,1.09,0.19,,,948,15.74,0
2024-03-27,RDS,us-east-1,t3.medium,,1.05,0.21,62.54,77.55,227,22.74,0
2024-03-27,Lambda,eu-west-1,,,1.24,1.93,,,553,8.12,0
2024-03-27,DataTransfer,us-west-2,,,0.77,3.57,,,346,10.6,0
2024-03-28,EC2,us-east-1,m5.large,,1.15,0.39,81.76,56.41,877,49.86,0
2024-03-28,S3,us-west-2,,Glacier,1.13,0.73,,,332,16.62,0
2024-03-28,RDS,us-west-2,m5.large,,1.39,0.28,26.16,32.9,662,30.12,0
2024-03-28,Lambda,eu-west-1,,,0.92,1.6,,,415,6.09,0
2024-03-28,DataTransfer,us-west-2,,,1.3,1.18,,,956,15.56,0
2024-03-29,EC2,us-east-1,m5.large,,1.04,0.24,68.01,42.61,973,45.03,0
2024-03-29,S3,eu-west-1,,Glacier,0.81,0.03,,,586,11.73,0
2024-03-29,RDS,eu-west-1,t2.micro,,0.72,1.65,26.78,46.53,276,16.38,0
2024-03-29,Lambda,us-east-1,,,0.94,0.59,,,535,5.69,0
2024-03-29,DataTransfer,us-west-2,,,0.78,7.6,,,426,12.75,0
2024-03-30,EC2,eu-west-1,t2.micro,,0.95,0.99,76.26,43.46,326,31.29,0
2024-03-30,S3,us-west-2,,IA,1.2,0.84,,,595,13.42,0
2024-03-30,RDS,us-east-1,m5.large,,1.02,1.5,62.09,63.46,711,17.2,0
2024-03-30,Lambda,us-east-1,,,1.29,0.94,,,832,6.04,0
2024-03-30,DataTransfer,eu-west-1,,,1.14,1.26,,,321,10.51,0
2024-03-31,EC2,eu-west-1,m5.large,,0.82,1.71,28.17,78.59,904,27.5,0
2024-03-31,S3,eu-west-1,,IA,1.06,0.61,,,240,11.74,0
2024-03-31,RDS,us-east-1,m5.large,,1.23,0.82,70.74,83.25,450,20.4,0
2024-03-31,Lambda,eu-west-1,,,1.27,0.12,,,256,5.52,0
2024-03-31,DataTransfer,us-west-2,,,1.16,8.74,,,268,14.35,0
2024-04-01,EC2,eu-west-1,t3.medium,,1.01,0.92,79.17,58.27,596,44.22,0
2024-04-01,S3,eu-west-1,,IA,1.04,0.04,,,473,14.93,0
2024-04-01,RDS,us-west-2,t3.medium,,1.38,0.25,66.62,88.09,948,29.86,0
2024-04-01,Lambda,us-west-2,,,1.19,1.68,,,222,7.69,0
2024-04-01,DataTransfer,eu-west-1,,,1.13,5.59,,,685,15.87,0
2024-04-02,EC2,eu-west-1,m5.large,,1.01,0.44,19.62,24.78,514,44.06,0
2024-04-02,S3,us-east-1,,Standard,1.28,0.15,,,383,18.46,0
2024-04-02,RDS,us-west-2,t2.micro,,0.73,1.81,78.18,66.75,671,16.75,0
2024-04-02,Lambda,us-west-2,,,1.32,0.37,,,744,7.81,0
2024-04-02,DataTransfer,us-east-1,,,1.29,2.85,,,317,16.25,0
2024-04-03,EC2,us-west-2,t3.medium,,1.1,1.32,30.18,35.42,733,48.23,0
2024-04-03,S3,us-east-1,,Standard,1.34,1.34,,,531,19.91,0
2024-04-03,RDS,us-east-1,t2.micro,,1.19,0.16,82.85,52.51,576,25.7,0
2024-04-03,Lambda,us-east-1,,,0.94,0.33,,,455,5.57,0
2024-04-03,DataTransfer,us-east-1,,,1.14,5.92,,,718,16.11,0
2024-04-04,EC2,eu-west-1,m5.large,,0.79,0.47,72.94,87.95,541,34.44,0
2024-04-04,S3,us-west-2,,Glacier,1.22,1.01,,,136,18.08,0
2024-04-04,RDS,us-west-2,t3.medium,,1.32,0.01,13.18,62.29,332,28.59,0
2024-04-04,Lambda,eu-west-1,,,0.89,1.94,,,142,6.12,0
2024-04-04,DataTransfer,us-east-1,,,1.04,1.96,,,340,12.93,0
2024-04-05,EC2,us-east-1,t2.micro,,1.08,1.71,13.96,78.33,453,47.31,0
2024-04-05,S3,us-west-2,,Glacier,1.26,1.14,,,367,18.73,0
2024-04-05,RDS,us-west-2,m5.large,,0.73,0.56,75.33,39.92,578,16.06,0
2024-04-05,Lambda,us-east-1,,,0.94,1.01,,,90,5.93,0
2024-04-05,DataTransfer,eu-west-1,,,1.05,7.02,,,708,15.55,0
2024-04-06,EC2,eu-west-1,t3.medium,,0.82,0.78,68.39,81.76,158,26.8,0
2024-04-06,S3,us-east-1,,Standard,1.2,1.91,,,502,13.93,0
2024-04-06,RDS,us-east-1,m5.large,,0.7,1.44,76.37,22.84,901,12.07,0
2024-04-06,Lambda,us-west-2,,,0.88,1.33,,,722,4.46,0
2024-04-06,DataTransfer,eu-west-1,,,1.16,0.92,,,800,10.51,0
2024-04-07,EC2,us-east-1,t2.micro,,0.98,0.64,69.99,48.89,846,32.13,0
2024-04-07,S3,us-west-2,,Glacier,1.12,0.02,,,259,12.04,0
2024-04-07,RDS,eu-west-1,t3.medium,,0.78,0.31,23.75,64.65,678,12.79,0
2024-04-07,Lambda,us-west-2,,,1.07,1.66,,,399,5.45,0
2024-04-07,DataTransfer,us-west-2,,,0.71,4.22,,,468,8.22,0
2024-04-08,EC2,eu-west-1,t2.micro,,0.98,1.82,74.64,35.12,970,43.16,0
2024-04-08,S3,us-east-1,,IA,1.29,1.38,,,707,19.27,0
2024-04-08,RDS,eu-west-1,t2.micro,,0.89,0.61,73.12,51.25,915,19.56,0
2024-04-08,Lambda,eu-west-1,,,1.02,1.16,,,90,6.42,0
2024-04-08,DataTransfer,eu-west-1,,,0.77,8.9,,,721,13.3,0
2024-04-09,EC2,us-east-1,t3.medium,,1.19,1.38,39.96,31.68,982,52.17,0
2024-04-09,S3,us-east-1,,Standard,0.94,0.31,,,718,13.7,0
2024-04-09,RDS,us-west-2,t3.medium,,1.15,0.68,15.74,48.67,866,25.04,0
2024-04-09,Lambda,us-east-1,,,1.17,1.21,,,979,7.36,0
2024-04-09,DataTransfer,us-west-2,,,1.02,6.88,,,926,15.14,0
2024-04-10,EC2,us-west-2,m5.large,,1.07,0.27,17.94,34.62,412,46.35,0
2024-04-10,S3,us-west-2,,Glacier,0.72,1.51,,,960,11.05,0
2024-04-10,RDS,us-east-1,t3.medium,,0.79,1.67,39.63,46.24,84,17.88,0
2024-04-10,Lambda,eu-west-1,,,1.01,1.99,,,250,6.8,0
2024-04-10,DataTransfer,us-east-1,,,0.76,6.07,,,687,11.79,0
2024-04-11,EC2,us-east-1,t3.medium,,1.08,0.31,54.3,57.92,903,46.63,0
2024-04-11,S3,eu-west-1,,Glacier,0.95,1.65,,,158,14.46,0
2024-04-11,RDS,eu-west-1,t3.medium,,0.74,0.68,31.62,87.65,408,16.29,0
2024-04-11,Lambda,eu-west-1,,,0.82,1.17,,,686,5.27,0
2024-04-11,DataTransfer,eu-west-1,,,0.81,8.17,,,484,13.34,0
2024-04-12,EC2,eu-west-1,t3.medium,,1.14,1.14,59.65,34.09,902,49.49,0
2024-04-12,S3,us-east-1,,Standard,1.2,1.81,,,113,18.09,0
2024-04-12,RDS,eu-west-1,t2.micro,,1.12,0.71,46.68,22.66,807,24.45,0
2024-04-12,Lambda,eu-west-1,,,1.08,0.12,,,233,6.28,0
2024-04-12,DataTransfer,us-east-1,,,1.31,9.44,,,578,19.81,0
2024-04-13,EC2,us-west-2,t3.medium,,1.11,0.75,32.86,34.23,265,36.26,0
2024-04-13,S3,eu-west-1,,Glacier,1.34,0.72,,,514,14.81,0
2024-04-13,RDS,eu-west-1,t2.micro,,1.39,0.82,76.2,73.52,821,22.78,0
2024-04-13,Lambda,eu-west-1,,,1.37,0.4,,,378,6.09,0
2024-04-13,DataTransfer,us-east-1,,,1.01,8.47,,,913,12.9,0
2024-04-14,EC2,eu-west-1,t3.medium,,0.88,0.06,87.72,35.45,769,28.39,0
2024-04-14,S3,us-west-2,,Standard,0.72,1.74,,,955,8.63,0
2024-04-14,RDS,us-west-2,t3.medium,,1.15,1.64,36.67,71.31,335,19.38,0
2024-04-14,Lambda,us-east-1,,,1.26,1.98,,,419,6.39,0
2024-04-14,DataTransfer,us-west-2,,,1.28,2.95,,,696,12.48,0
2024-04-15,EC2,us-east-1,t2.micro,,1.22,0.29,70.27,73.82,177,52.49,0
2024-04-15,S3,us-east-1,,Glacier,1.13,0.18,,,314,16.27,0
2024-04-15,RDS,us-west-2,t3.medium,,0.9,1.37,11.96,41.43,633,19.94,0
2024-04-15,Lambda,eu-west-1,,,1.14,1.15,,,339,7.12,0
2024-04-15,DataTransfer,us-east-1,,,1.37,5.23,,,577,18.29,0
2024-04-16,EC2,us-east-1,m5.large,,1.29,0.48,48.26,30.16,523,55.61,0
2024-04-16,S3,eu-west-1,,Glacier,0.86,0.56,,,953,12.63,0
2024-04-16,RDS,eu-west-1,t3.medium,,0.81,0.53,11.76,60.83,856,17.58,0
2024-04-16,Lambda,us-east-1,,,1.08,0.44,,,830,6.43,0
2024-04-16,DataTransfer,us-east-1,,,0.85,4.16,,,330,11.82,0
2024-04-17,EC2,us-east-1,m5.large,,1.05,0.9,56.87,63.73,613,45.59,0
2024-04-17,S3,us-west-2,,IA,1.02,0.47,,,102,14.88,0
2024-04-17,RDS,eu-west-1,t3.medium,,1.09,0.24,83.34,70.45,61,23.59,0
2024-04-17,Lambda,eu-west-1,,,0.81,1.76,,,809,5.52,0
2024-04-17,DataTransfer,us-west-2,,,1.21,2.72,,,610,15.15,0
2024-04-18,EC2,eu-west-1,t2.micro,,1.06,0.09,32.09,69.49,392,45.39,0
2024-04-18,S3,us-east-1,,IA,0.87,1.48,,,206,13.21,0
2024-04-18,RDS,eu-west-1,t2.micro,,0.95,0.54,77.42,41.93,661,20.68,0
2024-04-18,Lambda,us-west-2,,,1.32,0.87,,,226,8.0,0
2024-04-18,DataTransfer,us-west-2,,,0.96,9.64,,,470,15.84,0
2024-04-19,EC2,eu-west-1,t3.medium,,1.1,1.86,77.54,67.31,224,47.84,0
2024-04-19,S3,us-east-1,,Glacier,1.17,1.93,,,925,17.62,0
2024-04-19,RDS,eu-west-1,t2.micro,,1.17,1.89,31.52,53.28,772,26.07,0
2024-04-19,Lambda,us-east-1,,,0.73,0.72,,,353,4.55,0
2024-04-19,DataTransfer,eu-west-1,,,1.05,4.33,,,352,14.16,0
2024-04-20,EC2,us-west-2,m5.large,,0.96,0.1,71.41,49.16,446,30.82,0
2024-04-20,S3,us-west-2,,Standard,1.16,0.94,,,149,12.88,0
2024-04-20,RDS,us-east-1,m5.large,,1.13,0.59,20.93,65.61,323,18.35,0
2024-04-20,Lambda,eu-west-1,,,0.92,1.29,,,198,4.59,0
2024-04-20,DataTransfer,us-west-2,,,0.84,8.9,,,301,11.63,0
2024-04-21,EC2,us-east-1,t2.micro,,1.28,1.56,53.5,26.99,635,75.06,1
2024-04-21,S3,us-east-1,,IA,0.94,0.04,,,917,10.02,0
2024-04-21,RDS,us-west-2,t3.medium,,0.72,1.47,36.42,83.42,933,12.31,0
2024-04-21,Lambda,us-east-1,,,1.02,1.93,,,237,5.34,0
2024-04-21,DataTransfer,us-west-2,,,1.17,3.12,,,205,11.6,0
2024-04-22,EC2,us-east-1,t3.medium,,1.3,1.15,16.11,46.78,794,56.09,0
2024-04-22,S3,us-west-2,,Glacier,0.71,0.59,,,82,10.43,0
2024-04-22,RDS,eu-west-1,t3.medium,,0.86,1.28,55.65,59.77,422,18.92,0
2024-04-22,Lambda,us-east-1,,,1.38,1.69,,,506,8.72,0
2024-04-22,DataTransfer,eu-west-1,,,1.28,6.06,,,553,17.62,0
2024-04-23,EC2,us-west-2,m5.large,,0.91,0.13,28.26,37.26,461,38.97,0
2024-04-23,S3,eu-west-1,,IA,1.11,1.98,,,680,16.74,0
2024-04-23,RDS,us-east-1,t3.medium,,1.15,1.12,72.15,34.35,139,25.11,0
2024-04-23,Lambda,eu-west-1,,,0.8,1.24,,,443,5.16,0
2024-04-23,DataTransfer,eu-west-1,,,1.1,1.47,,,742,13.3,0
2024-04-24,EC2,eu-west-1,m5.large,,1.17,0.52,37.62,84.22,265,50.19,0
2024-04-24,S3,us-east-1,,Glacier,0.74,1.38,,,843,11.23,0
2024-04-24,RDS,us-east-1,t3.medium,,0.71,1.26,45.81,29.4,995,15.66,0
2024-04-24,Lambda,us-west-2,,,1.07,0.48,,,622,6.32,0
2024-04-24,DataTransfer,us-west-2,,,1.18,0.76,,,343,13.74,0
2024-04-25,EC2,us-west-2,t3.medium,,1.08,0.36,46.69,59.26,567,46.26,0
2024-04-25,S3,us-east-1,,Glacier,1.17,0.27,,,380,16.76,0
2024-04-25,RDS,us-east-1,t3.medium,,1.3,0.48,86.85,33.78,916,27.85,0
2024-04-25,Lambda,eu-west-1,,,1.39,1.14,,,188,8.44,0
2024-04-25,DataTransfer,us-east-1,,,1.01,5.94,,,360,14.38,0
2024-04-26,EC2,us-west-2,t3.medium,,0.71,1.66,68.57,44.85,322,31.0,0
2024-04-26,S3,us-east-1,,IA,1.38,0.79,,,411,19.9,0
2024-04-26,RDS,us-west-2,m5.large,,0.86,0.92,72.51,87.21,803,18.79,0
2024-04-26,Lambda,us-west-2,,,1.3,1.21,,,470,7.96,0
2024-04-26,DataTransfer,us-west-2,,,1.25,3.77,,,205,16.04,0
2024-04-27,EC2,eu-west-1,t2.micro,,0.86,0.64,77.84,71.02,652,27.56,0
2024-04-27,S3,eu-west-1,,Standard,0.98,1.79,,,222,11.32,0
2024-04-27,RDS,us-west-2,t2.micro,,0.81,1.98,86.39,54.63,650,13.85,0
2024-04-27,Lambda,us-east-1,,,1.04,1.27,,,453,5.04,0
2024-04-27,DataTransfer,us-east-1,,,0.72,0.58,,,408,6.43,0
2024-04-28,EC2,us-west-2,t2.micro,,1.25,0.5,55.13,45.1,373,40.04,0
2024-04-28,S3,us-east-1,,IA,1.31,1.95,,,904,14.9,0
2024-04-28,RDS,us-west-2,m5.large,,0.85,0.08,12.88,32.27,403,13.63,0
2024-04-28,Lambda,us-east-1,,,0.86,0.86,,,305,4.07,0
2024-04-28,DataTransfer,eu-west-1,,,1.09,4.28,,,637,11.42,0
2024-04-29,EC2,eu-west-1,t2.micro,,0.95,1.79,85.72,82.48,454,40.99,0
2024-04-29,S3,eu-west-1,,IA,1.32,1.09,,,158,19.2,0
2024-04-29,RDS,us-east-1,t2.micro,,0.91,1.19,12.62,64.52,524,19.79,0
2024-04-29,Lambda,us-west-2,,,1.36,1.01,,,756,8.18,0
2024-04-29,DataTransfer,eu-west-1,,,1.27,8.36,,,238,18.49,0
2024-04-30,EC2,us-east-1,t3.medium,,1.28,1.03,47.06,23.18,677,54.52,0
2024-04-30,S3,us-east-1,,Glacier,0.79,1.53,,,874,11.89,0
2024-04-30,RDS,us-east-1,t2.micro,,0.74,0.72,67.85,34.04,664,16.07,0
2024-04-30,Lambda,us-west-2,,,0.71,0.87,,,433,4.42,0
2024-04-30,DataTransfer,eu-west-1,,,0.74,1.91,,,893,9.26,0
2024-05-01,EC2,eu-west-1,m5.large,,0.99,1.52,58.77,82.72,918,42.6,0
2024-05-01,S3,eu-west-1,,Glacier,0.83,0.74,,,428,12.01,0
2024-05-01,RDS,eu-west-1,t3.medium,,0.98,0.44,71.0,57.97,802,20.99,0
2024-05-01,Lambda,eu-west-1,,,0.99,1.51,,,81,6.33,0
2024-05-01,DataTransfer,eu-west-1,,,0.89,5.18,,,700,12.59,0
2024-05-02,EC2,us-west-2,t2.micro,,0.95,1.9,60.57,29.1,918,41.13,0
2024-05-02,S3,us-east-1,,Glacier,1.06,0.74,,,538,15.21,0
2024-05-02,RDS,eu-west-1,t3.medium,,1.19,1.43,46.94,84.47,456,25.75,0
2024-05-02,Lambda,us-west-2,,,1.21,1.72,,,642,7.66,0
2024-05-02,DataTransfer,us-west-2,,,1.26,1.95,,,190,15.19,0
2024-05-03,EC2,us-east-1,m5.large,,0.78,1.53,63.68,50.47,241,33.73,0
2024-05-03,S3,eu-west-1,,IA,0.81,1.57,,,177,12.21,0
2024-05-03,RDS,us-west-2,t2.micro,,0.72,1.68,10.91,69.26,319,15.94,0
2024-05-03,Lambda,us-west-2,,,1.01,0.47,,,364,5.88,0
2024-05-03,DataTransfer,us-east-1,,,1.27,5.46,,,994,17.01,0
2024-05-04,EC2,us-east-1,t2.micro,,0.92,0.96,19.48,87.31,532,29.35,0
2024-05-04,S3,eu-west-1,,Glacier,1.31,0.31,,,501,13.87,0
2024-05-04,RDS,eu-west-1,t3.medium,,1.31,1.35,73.73,37.53,424,21.31,0
2024-05-04,Lambda,eu-west-1,,,1.3,1.96,,,228,6.43,0
2024-05-04,DataTransfer,us-west-2,,,0.87,1.63,,,162,17.94,1
2024-05-05,EC2,us-east-1,m5.large,,0.83,0.82,84.8,50.14,973,26.65,0
2024-05-05,S3,us-west-2,,Glacier,0.95,0.17,,,538,10.04,0
2024-05-05,RDS,eu-west-1,t3.medium,,0.93,0.11,39.91,86.11,190,14.73,0
2024-05-05,Lambda,us-west-2,,,1.21,0.23,,,264,5.21,0
2024-05-05,DataTransfer,eu-west-1,,,1.25,6.01,,,453,13.49,0
2024-05-06,EC2,us-west-2,m5.large,,1.0,1.96,15.4,56.31,66,42.96,0
2024-05-06,S3,us-west-2,,Standard,1.39,1.11,,,131,19.89,0
2024-05-06,RDS,us-west-2,t2.micro,,0.84,1.04,15.92,62.38,147,18.17,0
2024-05-06,Lambda,us-east-1,,,1.22,1.26,,,841,7.43,0
2024-05-06,DataTransfer,us-west-2,,,1.18,1.44,,,488,13.93,0
2024-05-07,EC2,us-east-1,m5.large,,1.37,0.59,17.37,61.93,645,57.41,0
2024-05-07,S3,us-west-2,,IA,1.15,1.41,,,183,16.72,0
2024-05-07,RDS,eu-west-1,m5.large,,1.17,1.41,58.8,41.9,149,25.23,0
2024-05-07,Lambda,eu-west-1,,,1.12,1.73,,,114,7.1,0
2024-05-07,DataTransfer,eu-west-1,,,0.77,1.55,,,128,9.4,0
2024-05-08,EC2,eu-west-1,t2.micro,,0.84,1.18,66.09,67.61,333,35.72,0
2024-05-08,S3,us-east-1,,Glacier,0.88,0.9,,,946,12.65,0
2024-05-08,RDS,us-west-2,t2.micro,,1.29,0.38,63.8,88.39,706,27.06,0
2024-05-08,Lambda,us-west-2,,,0.71,0.87,,,468,4.36,0
2024-05-08,DataTransfer,eu-west-1,,,0.76,8.07,,,416,12.48,0
2024-05-09,EC2,us-east-1,m5.large,,1.21,0.02,57.16,62.93,426,50.26,0
2024-05-09,S3,us-west-2,,Standard,0.76,0.4,,,200,10.81,0
2024-05-09,RDS,eu-west-1,m5.large,,0.72,0.71,11.27,25.4,851,15.37,0
2024-05-09,Lambda,eu-west-1,,,1.02,1.47,,,363,6.41,0
